full_tweets,Label,location,quote_count,reply_count,retweet_count,favorite_count,language
new study on genetic predisposition to severe covid19 a group of  scientists conclude that risk of developing,-1,"Gulag, Siberia",0,0,5,8,en
with my age i would not feel safe going now especially with no vaccine even with one i would still wear a mask but still not likely to go in april,2,Natstown,0,0,0,0,en
hey  did your local pub landlord 30 million thanks to the contracts for mates scandal also get preferential treatment for the vaccine rollout  other  donors asking for the inquiry and for the 140000 lost souls who no longer have a voice to ask,-1,unknown,0,0,0,0,en
good evening from farayya lebanon  لبنان,-1,Liban,0,1,17,77,en
the only side effect of the vaccine im experiencing so far  my body feel heavy af i have been asleep for 5 hours also i am dizzy so i cant get up,2,Singapore 🇸🇬,0,0,0,0,en
arkansas governor give control of vaccine distribution to statesbut then only the wealthy would get t,-1,"Jackson, Mississippi ",0,0,1,1,en
first doses of coronavirus vaccine arrive in ukraine finally,1,unknown,2,2,14,33,en
its actually really not complex when you have the right strategy,-1,Earth & beyond,0,0,2,1,en
one for the harry potter fans,-1,"Oxford, England",0,0,0,0,en
no thats wrong  we want vaccines to reduce transmission   simply couldnt be demonstrated without delaying vaccine rolloutyoure confusing what we want with what we could demonstrate,2,"Calgary, Alberta",0,0,0,0,en
undertaker is keeping busy,-1,the Outer Space,0,0,0,0,en
lol at the pro israel people losing their minds over this totally apt joke,-1,Costa Rica,0,3,14,68,en
is people not understanding biology  south african strains main competitor is the uk strain  uk strain gets wiped out by the vaccine suddenly sa which has 0 cross strain immunity has an open population to infect  no competitors single dosing will end in tears,-1,unknown,0,0,0,0,en
but spooky there is a reasonhow would these private companies make an exorbitant amount of profit if they didnt have a near monopoly on a life saving vaccine,-1,yes,0,0,0,0,en
a layperson very stage of this entire disaster is preceded by pathological incredulousness and hedging by people with no bias except stupefying inactionwe dont know it spreads by airwe dont know masks stop airborne particleswe dont know vaccine will stop spread,-1,"Cyber, USA",0,0,0,0,en
a friend of mines job has been threatened too after refusing the vaccine  he works in addiction services  he too is seeking solicitors advice threat of enough lawsuits may serve to slow things a little but we need to get our people into office  simple as,-1,Ireland,0,0,0,0,en
we face many common enemies including sa  covid19 and alzheimers lets join forces to tackle them whether on,-1,🇳🇬🇨🇦,5,6,49,127,en
women dressed as elderly adults caught trying to obtain a covid19 vaccine officials say,-1,CENTRAL Jersey,1,0,5,3,en
uk have banned boeing b777 aeroplanes from using uk air space until tested and made 100 safemeanwhile the uk w,-1,unknown,0,1,13,38,en
for senator cruz us  should avoid all travel to mexico,-1,unknown,0,0,0,0,en
or lowering age cutoffs for black americans could go a long way toward increasing access to one of the most impac,-1,unknown,2,2,71,200,en
fact check true,-1,unknown,0,18,29,481,en
us punished  e lee for his rebellion by burying soldiers all over his home estate which became arlington natl cemeterysince  doubled the number of us covid19 deaths and attempted a coup why not bury the dead all over maralago usat,-1,unknown,0,0,0,0,en
eu lawsuit threats dismantled as astrazeneca contact shows brussels cant sue over jab,-1,unknown,0,0,1,3,en
pointing out to indias vaccine outreach at unh eam jaishankar saysfrom bangladesh to brazil amp from morocco to fiji the,-1,unknown,0,0,5,15,en
what covid19 can tell us about the impact of homeschooling on students,-1,unknown,1,6,21,27,en
uk open the pubs first,-1,"England, United Kingdom",0,0,6,13,en
che was obviously referencing the fact that israels vaccination campaign has largely excluded palestinians in the west bank,-1,unknown,2,3,37,206,en
i mean biden has lied amp plagiarized for 47 yea peopledid you expect him you stop nowbiden himself literall,-1,South Florida,8,8,115,121,en
first shipment of covid19 vaccines from chinese company sinovac arrives in mexico city,1,"Distrito Federal, México",0,2,11,23,en
another frontline hero lost to covid may she rest in peace and may we all do our part to keep each other safemask u,-1,Kentucky,0,4,11,16,en
ask if i beat corona do i still need the vaccine  dont even have one for the uk variant yet do they,-1,Purgatory,0,0,0,0,en
afternoon from 4pm  will take part in a commonwealth conference on science amp policy from which lessons of the covid19 pandemic amp its impact will be exchanged it will bring together leading advisers amp decision makers from the commonwealth body,-1,"Kigali, Rwanda",0,0,0,0,en
need to hurry up and come stick me,-1,unknown,0,0,1,2,en
he appears to have lost a few things actually faucis nih reported years ago th,-1,South East England.,1,2,28,46,en
agree    how anyone can think an airborne virus doesnt transmit in schools but does in grocery store,-1,unknown,0,0,3,4,en
how can a cashstrapped amp assetintensive metalindustry still reeling under pressure from covid19 resurrect itself metal prod,-1,unknown,0,0,1,17,en
hey  i used to trust you but you too published unverified news about  certification of  coronil s,-1,unknown,4,27,112,432,en
effects of loss us nears 500000 covid19 deaths after staggering failure to mitigate worst pandemic in past centurymore americans than perished on battlefields of wwi wwii amp vietnamwar combined  rpts,-1,"Washington, D.C.",0,0,0,0,en
is literally whats happening now demonstrated in a very clear and teachable way lockdown lockdownroadmap vaccinepassports covid19,-1,unknown,0,0,0,0,en
pfizer covid19 vaccine stopped vast majority of recipients in israel becoming infected providing 1st realworld indi,1,Midwest,0,0,11,16,en
covid19 dr amman  in peace lifetimeofgiving   ohio   cancer sciencematters maskupamerica healthcareheroes,-1,United States,0,0,0,0,en
israeli jews are responsible for killing palestinians once again this time by preventing palestinians from getting the vaccine while making sure all the jews get vaccinated,-1,unknown,0,0,0,0,en
maybe i do the same,-1,Lebanon,0,0,0,0,en
can we reach herd immunity without vaccinating children who make up a quarter of the population tell,2,unknown,5,3,20,70,en
coach  sat down with  to discuss the challenges faced in  by this weeks winter sto,-1,"Houston, TX",1,0,5,18,en
agreemy argument in favor of a covid commission from late last year,-1,unknown,0,2,10,20,en
power shortage was the result of the failu to weatherize power systems its possible to weatherize them as evidenced by their use in northdakota amp alaska  is another example of the failu of  see   failu on covid19,-1,#BlueWave USA 🌊🌊🌊,0,0,0,0,en
due to covid19 ill be blessing the first 450 people to like amp retweet this with 600 extra 200 for whoever share this,-1,unknown,1,1,24,31,en
s what i assumed so the israelis were just being dicks and according to the ap they waited two days while they considered forcing the palestinians to release prisoners in exchange for the vaccine sounds like more than a permit,-1,"Pea Ridge, WV",0,0,0,0,en
if id had the right vaccine id know what that was,-1,"Frome, Somerset",0,0,0,0,en
coronavirus pandemic has highlighted the need to diversify nevadas economy and ensure that all interested nevadans have access to the training and support they need to find and keep goodpaying 21stcentury jobs,-1,unknown,0,0,0,0,en
us has reached 500000 deaths from covid19more americans than on the battlefields of world war i world war ii and the vietnam war combined 66 is our little jersey town  stayhome wearamask get vaccinated,-1,7042,0,0,0,0,en
vaccine billsparow,-1,NSW,0,0,0,0,en
jvci specify mecfs on the list of neurological conditions under group 6 for uk covid19 vaccine an,-1,unknown,0,0,0,0,en
good lord  is a novel virus with a fasttracked vaccine no scientist or nonscientist on earth can accurately predict what will happen next hopefully the vaccinations will curtail the spread but we wont know for how long until such can be monitored over time,2,unknown,0,0,0,0,en
protecting everyone in society today is the commitment of everyone to take the vaccineاللقاحواجب,2,مش مهم,0,0,4,3,en
p  johnsons government will fall like a house of cards date still unknown but it is coming clive,-1,"Winhöring, Bavaria. Germany",1,1,6,16,en
for the sa1 vaccine trials they had to stop because the animals were dying,-1,"Michigan, USA",0,0,4,1,en
andrew marr you broke the law mates rates dodgy contracts crap ppe youve been rumbled judge said sohancock e,-1,Glasgow,2,14,21,69,en
goi has not placed any firm orders with vaccine manufacturing indian companies both acquisition of vaccines and their dispensation is adhoc modi has proved to be inverse of boris johnson in controlling covid no planning only event management befooling indians all the time,-1,Ganga Yamuna Doaba,0,0,0,0,en
context  he has not implemented adequate infrastructure for quarantine amp  or fulfilled legislated re,-1,New England & Melbourne,0,0,1,4,en
hope you all have a great day stay safe  and please follow the new covid stuff having lost a family friend to it last april it does annoy me seeing all the antivaccine and false news about it as well as those happy to break the laws on it,2,"Shelf, England",0,0,0,0,en
please  af vo  do you think boris johnson should sack matt hancock matthancock borisjohnson corona,-1,"England, United Kingdom",0,2,13,6,en
women was healthy amp took the covid vaccine on the 4th january look at the serious reaction she has had,1,15 ✧ he/they,0,0,0,0,en
lets get this to  the  please share   dr vernon coleman challenges the  to a live  debate on the fr,-1,unknown,4,0,54,63,en
i know all about nuremberg  code and mengele amp have tweeted about it myself already but you missed my point which is that i fear they will force us to have the jab by other machiavellian means ie preventing us from going anywhere or doing anything without a vaccine passport,-1,"London, England",0,0,0,0,en
hi please find the unroll here no id ca  is an important day to say loud  clear no nation,-1,Limbo,1,0,9,8,en
what is the role of catheterdirected therapy in treatment of  acute pulmonary embolism in sacov2positive patientfind more oncovid19 cardiologia,-1,unknown,0,0,0,0,en
coronavirus 884 new cases 326 intubated 25 deaths,-1,Simotata Kefalonia,0,0,0,0,en
cdc says mexico covid19 level 4 very high  biden says welcome to americacovid19 in mexico  covid19 very high  level 4 covid19 very high   health notices   health  cdc,-1,Ohio,0,0,0,0,en
well said,-1,unknown,1,17,58,300,en
grim milestone as the us passes more than 500000 loved ones lost to covid19so many lives could have been saved if  would have acted to protect uscoronavirus,-1,Florida,0,0,0,0,en
latest 7day average for covid19 in england  9597 covid19 python pandas,-1,unknown,0,0,3,0,en
how did the commanderinchief get covid19 former deputy national security adviser matt pottinger tells  it may have had to do in part with the quality of the tests that we were using,-1,"Washington, DC",0,0,0,0,en
govt policy led to covid infected being put into care homes killing thousands and you think im an idiot for saying no to t,-1,France,9,5,66,125,en
govt vaccine strategy,-1,Canada,2,2,5,20,en
lol at the pro israel people losing their minds over this totally apt joke,-1,Little Ol' Wales,3,10,44,188,en
is literally true in the west bank re vaccinating illegal jewish settlers and not palestinians living under occ,-1,"Toronto, Ontario",0,2,37,170,en
in his stimulus push president biden calls on  to heed their constituents  analysis,-1,"Orissa, India",0,1,6,11,en
correct and thats there choice and they will have to accept any backlash for that choice and she has a choice to either accept that or fight it or not have the vaccine and no job or have vaccine and have a joball a choice,-1,unknown,0,0,0,0,en
lol at snakecase variable name with camelcase functions names,-1,"Washington, D.C.",0,0,0,0,en
but the vaccine jabs were our road to freedom up your sleeves they said just one last pushcntsfucking evil,-1,"belfast, ulster",0,0,2,2,en
without thinking i belched on a zoom call i need socialization,-1,"San Francisco, CA",0,0,0,0,en
cdc rules when returning from mexico require and covid19 test and a minimum 7day quarantine is violating t,-1,"Wouldn’t you like to know, COP",10,25,185,534,en
i cant but  suffered from hyper glycaemia when i had a steroid injection i wont be taking the vaccine when offered,0,Crinkley Bottom,0,0,0,0,en
over a quarter of sas children are stunted from malnutrition  best intervention is giving money to lowincome fam,-1,unknown,0,0,3,3,en
all the people who went around  yelling vaccines dont prevent transmission just because we didnt have,-1,Capitol Hill Autonomous Zone,4,22,53,328,en
it was reported 33 of military members refused to get a covid vaccine  is shocking given the nature of their service i hope our military will be fully vaccinated in the near future,2,"Las Vegas/Florida, USA",0,0,0,0,en
vaccine disinformation remains an important issue cnn analysis china hitting back at criticism of its vaccines with da,-1,"Lisbon, PORTUGAL",0,0,3,10,en
in case you missed it some of the gcs colloquium sessions are available online for free,-1,"Keplerstraße 2, 72074 Tü, De",0,0,0,0,en
a vaccine hunafter weeks i got lucky and got the shot for a high risk 1b senior  not easy so sharing long,-1,"Texas, USA",5,9,35,94,en
help reduce the spread of the covid19 virus we recently donated over 3000 face masks and 200 hand sanitizers to t,-1,unknown,1,0,7,20,en
the new uk govs bno scheme application app goes toetotoe with the hongkong govs covid19 leavehomesafe app i,-1,🇭🇰🇯🇵,0,1,13,25,en
i hope vaccine resisters  find the personal cost very high,2,unknown,0,0,0,0,en
lab tests suggest israelimade face mask eliminates over 99 of coronavirus,-1,unknown,0,0,0,0,en
pm prepares lockdown exit plan as pfizer vaccine highly effective in reducing transmission  follow live,1,unknown,0,0,0,0,en
covid19 vaccine personal experience reportheadache fever general soreness fatigue alive and well,2,Barbados 🇧🇧,0,0,0,0,en
when israels accused of war crimes they say impossible palestinians are in israel when they exclude palestinians fro,-1,MENA,0,1,5,34,en
is a despicable person who does not care about the people of lebanon his only concern is to disrupt the c,-1,unknown,1,9,27,37,en
i keep seeing billboards in atlanta saying things like dont forget to get your shot promoting the vaccine and im over here likeim fucking  but  at able   yet,2,United States,0,0,0,0,en
mumbaineed blood    opositiveat  hindusabha blood component  need plasma from ove covid19 recovered patie,-1,"तिरुपति, भारत",0,0,67,17,en
10 new deaths per 1mpop 2201 delaware 242 georgia 123 nevada 124 virginia 125 south carolina 86 arizona 8,-1,Upper Left,0,0,1,1,en
over my dead bodyvaccine hasnt been tested long enough 2 see long term impactswhy vaccinate children who are low risk means children amp parents arent able to make an informed choice,1,unknown,0,0,0,0,en
keep in mind chinese co is man madefauci helped fund it via grants from our governmentnow f,-1,unknown,2,6,25,37,en
really is one of the most scandalous stories i have come across in global health,-1,On the moon,0,0,3,2,en
multiple similar media reports from around the world show a pattern emerging of outbreaksof covid19 and clusters of deaths occurring in care homes in the week or two af thevaccine has been rolled out to residents there,-1,"Skipton, Yorkshire, UK",0,0,0,0,en
wrong yellow card scheme shows pfizer 24207 reports 70314 reactions 173 d,1,unknown,0,1,3,2,en
newsnepal gets 1 million doses of covid19 vaccine bought from india    india,1,Nepal,0,0,0,0,en
can we please stop pretending that masks do any good with regards to covid19 most people would agree that the japanese are one of the most masks wearing people in the world yet right now they are getting a huge surge in cases and hospitalizations,-1,"Ohio, USA",0,0,0,0,en
please  af vo  do you think boris johnson should sack matt hancock matthancock borisjohnson corona,-1,unknown,0,1,3,3,en
242021 italy 45yearold italian doctor in the prime of life and in perfect health drops dead after the pfizer m covid shot 39yearold nurse 42yearold  also dead  italian media has reported on several deaths among young hospital healthcare workers,0,"Coastal , Western Australia",0,0,0,0,en
covid19   health ministry reported 2468 new covid19 cases as of noon todaycases in the klang valley 1091 cas,-1,unknown,0,0,3,3,en
world bank urges israel to donate its surplus covid vaccines to palestinians  uk adults should g,-1,"Islamabad, Harlem, Copenhagen ",6,11,70,145,en
is literally true in the west bank re vaccinating illegal jewish settlers and not palestinians living under occ,-1,Belgium,0,2,40,177,en
putins gop must be investigated for crimes against humanity,-1,New York City,0,0,0,0,en
joseph anthony cisneros 43 police officer beloved husband father of 2 ages 6 and 13 son family member san anton,-1,unknown,0,2,16,31,en
we were told that it would be three weeks to flatten the curve we were told that we would open up by christmas,-1,unknown,1,32,59,214,en
is a  website devoted to allowing for reporting of covid19 vaccine sideeffects,1,"England, United Kingdom",0,0,0,0,en
studies show that people who have been infected with the coronavirus can have their immunity turbocharged with a single dose o,-1,"Hamburg, Deutschland",1,1,17,38,en
correct they dont pay your mortgage or rent for your house or business so why do people listen to them covid is a scamits all about the vaccine,0,"Coventry, England ",0,0,0,0,en
latest your dumbarton,-1,Dumbarton,0,0,0,0,en
cdc rules when returning from mexico require and covid19 test and a minimum 7day quarantine is violating t,-1,unknown,10,25,197,553,en
covid19 has shown us we must prepare for uncertainty in our future plans,-1,Al Ain 💜 UAE,0,0,1,0,en
nepal gets 1 million doses of covid19 vaccine bought from india,1,unknown,0,0,0,0,en
i think its very selfish of healthy people to want a vaccine when theres so many vulnerable people in the world that need them so im donating mine i rely on my immune system,2,unknown,0,0,0,0,en
professor andre kalil speaking at the c  covid19  whirlwind webinar this evening also to pro,-1,unknown,0,1,1,4,en
hey  i used to trust you but you too published unverified news about  certification of  coronil s,-1,JAMIA MILLIA ISLAMIA,3,24,79,276,en
important findings from  examining the impact of covid19 on community pharmacy practice and pharmacist wellbeing i recognise a few of thesesphe,-1,Dublin,0,0,0,0,en
you to so many caring organisations and people coming together on our call to speak up for most vulnerable in our s,-1,"East Midlands, England",1,0,6,9,en
israel lifted many of its coronavirus restrictions and started reopening its economy sunday as the countrys infection tr,-1,Intra - Dimensional,0,0,1,0,en
kremlin kievin priorities1 lying about what the biden administration is doing2 fomenting hate for peopl,-1,United States,0,0,30,77,en
no one needs a covidvaccine covid19 has a non le of 999 pc was never in as a diagnos  i,-1,unknown,5,10,40,92,en
super thread on the latest antiscience being politically pushed by the corporates,-1,unknown,1,20,81,154,en
a joke based on a truthisrael transports batches of pfizers vaccine deep inside the west bank but the,-1,USA,0,0,1,2,en
experts agree coronavirus vaccine does not break  fast,1,Yorkshire and The Humber,2,1,45,83,en
another frontline hero lost to covid may she rest in peace and may we all do our part to keep each other safemask u,-1,unknown,0,7,23,38,en
a balanced discussion of the controversy surrounding rapid antigen tests for covid19 simply put  it shouldnt be,-1,Toronto,2,5,20,61,en
monmouth countyi know a lot of ppl have been asking about monmouth and its been quiet lately im still trackin,-1,unknown,0,1,1,10,en
mr hancock says the vaccine is the only reason we can go at the pace we are going at mr hancock everything else every,2,"Ealing, London",0,2,26,101,en
is only one thing more scientifically illiterate than making masks mandatory in the middle of summer  giving kids th,-1,unknown,0,0,6,7,en
got my vaccine yesterday and spent the whole day achy sleeping and scoffing panadol,2,unknown,0,0,0,0,en
shouldnt have been talking to him in the first place warcriminal,-1,Bonnie Scotland,1,1,5,18,en
gov mike dewine,-1,unknown,0,0,0,0,en
west virginia is crushing its vaccine distribution  wvu school of public health prof christopher martin explains why htt,-1,unknown,2,1,14,33,en
shelf life of the vaccine is less  the cost of storage at low temperatures is highdo the maths guysin the current scenario serum can offer to supply it for freeelsethe cost of disposing the stuff shall be an added cost,-1,unknown,0,0,0,0,en
a vaccine lottery a crashed website dead end phone numbers popup pilot sites hours away amp now a new vaccine connecto,-1,"Minnesota, USA",0,3,8,11,en
3 all who think the  should be held to account for their shockingly bad if not murderous mishandling of covid19 last year4  parents amp children who know allowing the virus to spread can put all at risk no ifs no buts 5 unions fire brigade unite amp others 2,-1,"Camden Town, London",0,0,0,0,en
no theyre not you just dont understand the scientific method or how to look at data  vaccine is hands down far far far safer than catching covid and even surviving covid plenty who survive covid are ending up with permanent complications,-1,unknown,0,0,0,0,en
2021 covid vaccine it listin percentagesout  datain  fetal deathsout more animal pregnancy in,-1,"California, USA",0,4,14,55,en
exponential growth of the qanon phenomenon amp the ways in which algorithms amp misinformation contributed t,-1,New York City Area,4,2,15,25,en
a kid with confidence performs his won rap act titled coronavirus did you enjoy his performance,-1,"Accra, Ghana",0,0,1,20,en
very evident that a lot of folk in 26 counties are also becoming very fed up with being penned in like animalsits very apparent here that very few now has confidence in this clusterfuck of a fgffgreen govt to manage the pandemic  or anything else for that matter covid19,-1,unknown,0,0,0,0,en
its certainly a complicated emotion im having around this w everyone needs to get the vaccine for the collective good but also i want the vaccine immediately and vaccine hesitant people ensure thatll happen sooner for me as a young healthy person,2,United States,0,0,0,0,en
pfizer is starting a trial to ensure the safety of expectant mothers and their babies 20000 pregnant women have been vaccinated with no red flags,1,"Milwaukee, WI",0,0,0,0,en
spreading antisemitic lies amp misinformation is already a problem fanning the flames just to get a laugh is no,-1,unknown,6,6,43,102,en
and whats your plan for the part of florida south of i10,-1,USA,0,0,0,0,en
with over 120000 dead in the uk why is johnson saying we must treat covid19 like the flu allow it to become endemic,-1,Berlin,2,4,21,98,en
s how i was after my 2nd shot of the moderna vaccine glad you are feeling better,2,"San Antonio, TX  - District 20",0,0,0,0,en
my mother was sick for a week dont know if its vaccine related,2,"London, England",0,0,0,0,en
so how are dems handling the pandemic better than the gop re pushing to reopen have botched vaccine distribution,-1,unknown,1,2,6,5,en
how is  calling this breaking news today when it was reported here by  2 days ago no less that there are uncertainties to the assertion,-1,"La Jolla, CA",0,0,0,0,en
a 11m hospital bill after surviving the coronavirus s america for you  coronavirus   guardian,-1,unknown,0,0,0,0,en
2182021 europe46 nursing home  in spain die within 1 month of getting pfizer covid v,-1,United States,0,0,1,0,en
brand doesnt matter get the first vaccine available dr vin gupta says,-1,New York City,0,0,0,0,en
comes right on the heels of a mayo clinic study showing the same granted stopping transm,-1,"Berlin ↔︎ Black Rock City (again, one day)",2,7,82,376,en
oxford astra zeneca side effects  covid vaccine 19th february  felt tired after about 6 hours very mild headache  slight arm pain like id been punched in the arm aching leg muscles  like id overstretched leg muscless it,2,"England, United Kingdom",0,0,0,0,en
good job im not incontinent cos id be needing 3 or 4 tenas reading this garbage now who  still believes thi,-1,United Kingdom,0,0,1,1,en
boris johnson accused of misleading public over vaccine data sparking watchdog probe,-1,unknown,3,4,32,34,en
protecting everyone in society today is the commitment of everyone to take the vaccineاللقاحواجب,2,مش مهم,0,0,7,11,en
yup on my other account this is my alt i said that my bestie got the vaccine,2,"Hightstown, NJ",0,0,0,0,en
we need to focus on the data and stop amplifying vaccine concerns that are wildly unlikely  vaccines work  ar,-1,"North Carolina, USA",0,0,1,3,en
just want to make my opinion cleari hope to god the vaccines are effective my mum amp other very close family have had or,2,Yorkshire,0,11,10,52,en
a tough week for vitamind and covid19 should you kick a vitamin when it is down genetics reveal no evidence to supp,-1,unknown,1,1,8,26,en
diversity should be our strength unfortunately it isntno matter what the likes of khan or ethnic minority leaders sayif youre over 50 and refuse the vaccine in my opinion thats rank stupiditybut its a personal choice,-1,Newcastle upon Tyne,0,0,0,0,en
ive also got a brain and a science degree and ill weigh up my own mind about the vaccine having read the pros and cons i dont need the government to tell me what to do,1,London,0,0,0,0,en
we need to focus on the data and stop amplifying vaccine concerns that are wildly unlikely  vaccines work  ar,-1,"Texas, USA",0,0,2,4,en
atleast some one understands that vaccine is not angels gift,0,"Brisbane, Queensland",0,0,0,0,en
الحريريمنافقالجمهوريةcorrupted like his father who stole lebanon,-1,unknown,0,0,10,8,en
2021 covid vaccine it listin percentagesout  datain  fetal deathsout more animal pregnancy in,-1,unknown,0,6,18,88,en
covid19 dashboard has now been updated on sunday 21 february 2021 9834 new cases and 215 death,-1,Lee on Solent,5,31,35,117,en
in support of local vaccination clinicsive observed the operations of localized vaccine sites that have served thousan,-1,unknown,1,1,4,8,en
weeks wearing masks were supposed to curb the spreadthat was 11 months ago,-1,"Tuscumbia, AL",0,0,0,0,en
3 you have got serious issues and are blind as fuck a fucking vaccine passport have you heard how fucking ridiculous that is we wouldnt even know we was in a pandemic if it wasnt on the news and thats how bad it actually isnt we need to be reminded everyday about it,-1,"Manchester, England",0,0,0,0,en
share on,-1,unknown,0,0,0,0,en
surgeon dies of covidrelated illness weeks after receiving second covid vaccine,0,unknown,1,0,18,26,en
now is not the time for resignationsnow is not the time for enquiriesnow is not the time for international comparisons un,-1,"East Midlands, England",2,13,65,271,en
despite announcement by  forced cremation of muslims dying of covid19 is still in effect in srilanka allowin,-1,Odessa,1,5,168,136,en
if only biden could erase the 400000 us covid19 deaths he inherited on inauguration day,-1,unknown,0,0,0,0,en
someone should go back in time to bump those numbers up,-1,32,0,0,0,0,en
case for a covid19 vaccination certificate by,-1,Toronto,1,3,6,6,en
each dot a us covid19 death,-1,"Tāmaki Makaurau, Aotearoa",0,0,0,0,en
he already signed over 40 executive orders though and he ran saying that an eo for coronavirus relief money to the american people would be one of the first things he did im still waiting on the 600 stimulus  government sucks all liars and crooks,-1,🌎,0,0,0,0,en
huge would mean no masking once u are vaccinated,-1,unknown,2,9,9,59,en
people with ld are so precious and so vulnerable  well said,-1,"Wigginton, York",0,0,0,0,en
entire  team assembles to discuss resurgence of covid19 in manaus brazil discovery of sa related viruses in,-1,"St Petersburg, FL",2,2,20,88,en
dudewtf is all that gibberish   only reason we have a vaccine is because of trump and he created more jobs than any president everthats why he gained 10million votes2 failed impeachments cause he always wins,-1,unknown,0,0,0,0,en
inject it in my eye balls if you need  he we fucking gooooooooooo,2,Barnard Castle Eyetest Centre,0,0,0,0,en
spain second pfizer shots halted after 46 nursing home  die after the first shot,0,unknown,5,7,172,75,en
free drunk to inject dna altering vaccine into your body no thanks,0,Canada,0,0,0,0,en
power shortage was the result of the failu to weatherize power systems its possible to weatherize them as evidenced by their use in northdakota amp alaska  is another example of the failu of  see   failu on covid19,-1,#BlueWave USA 🌊🌊🌊,0,0,0,0,en
ema euro drug regulator assessment report for the oxfordastrazeneca vaccine is online  ones 181 pages most of its,-1,"London, England",6,4,47,74,en
i officially declare the covid19 pandemic over its kaputt we now have an endemic virus with seasonal decemberjanuary,-1,unknown,8,15,139,357,en
was a local vaccine centre that announced spare capacity  just had to turn up with id no booking just turn up on a first come first serve basis  quickly turned to farce when the vaccine centre was overwhelmed and had to turn people away,-1,unknown,0,0,0,0,en
maharashtras amaravati district to be under 1week lockdown starting monday amid recent surge in covid casescovid19,-1,unknown,0,0,0,0,en
finally some good news,-1,Sir Alex Fergurson's house.,0,0,0,0,en
wearing a mask helps prevent the spread of coronavirus and protects you and those around you from the risk of infection,-1,unknown,1,0,4,16,en
covid19 magufuli urges  to wear only locally made face masks calls for 03 days of prayer 4 the  respiratory illnesses that ravaging the country  populist magufuli urged the nation to participate in 03 days of prayer for,-1,"Kampala, Uganda",0,0,0,0,en
leaders become great not because of their power  but because of their ability to empower othersjohn maxwellgb,-1,unknown,0,1,91,80,en
mike yeadon ex ceo of pfizer has made a video on covid and how it probably passed last june as people developed immunity i suggest you watch it so covid does indeed exist it isnt as dangerous as the media made it out to be,-1,Glasgow,0,0,0,0,en
latest  martynware daily,-1,"London, England",0,0,0,0,en
and the  party are   for the failu of leadership that lead to this horrible tragedy well the  next election the maskless fools throwing  hats to crowds shouting covid is a democratic hoax,-1,unknown,0,0,0,0,en
what so you mean you do agree with herd immunity its literally how we overcome any diseasevirus i wont get into refusing the vaccine part but heard immunity cant be denied,2,unknown,0,0,0,0,en
gebran bassil works in lebanon and saad hariri follows the saudi streetالحريريمنافقالجمهورية,-1,unknown,0,0,117,86,en
how do i know if covid19 vaccine is safebefore a vaccine is certified for use it must receive approval from who in add,0,unknown,0,2,30,28,en
to teach them crooks a lesson,-1,"Sydney, New South Wales",0,0,0,0,en
we are quickly approaching 500000 deaths,-1,unknown,0,0,2,3,en
fdas excessive caution is tragic and unnecessary  tests are useful  should be approved nowbut id prefer th,-1,unknown,8,14,35,216,en
is literally true in the west bank re vaccinating illegal jewish settlers and not palestinians living under occ,-1,"Texas, USA",0,2,19,91,en
if b becomes corona army will find the vaccine in 24 hours,-1,İSTANBUL,0,0,0,0,en
dont madate flu vaccines for health care workers if you work in an area with has exposure prone proceedures you have to show hep b immunityvaccination like theatreseveryone has a right to work it should ot be baed on vaccine status  will lose a lot of staff,-1,Portugal,0,0,0,0,en
if i get hit by a bus tomorrow and die ill be registered as a covid death so just in case ive been unwell for 2,-1,Bonnie Scotland,0,3,3,52,en
not good for global access at allfor those who dont know covid shield is indias name for the astrazenecaoxford vaccin,-1,South Africa,0,0,2,6,en
s an unhealthy trend evangelical churches are often being misled into believing that the vaccine is harmful when in fact it is helpful god told us to subdue the earth and medical professionals are doing that today vaccination is good,2,"Chicagoland, USA",0,0,0,0,en
why the fuck is no one picking up on thissage expert calls for child to be vaccinated is no i r,-1,🇬🇧🇴🇲🇯🇵,1,0,5,4,en
27k dip in active covid19 cases after 5 days of rise lets hope we can hold this line  need not be any wave mask,-1,unknown,0,5,8,72,en
israel pfizer vaccine prevents 989 percent of covid19 deaths,2,"Jordaan, Amsterdam",1,4,15,28,en
singleuse face masks are made from a variety of melt blown plastics and are difficult to recycle due to both composit,-1,participate in our campaign,0,0,1,2,en
just remember that a mask has nothing to do with protecting us from coronavirus and everything to do with making us into,-1,unknown,2,20,123,277,en
desantis is likely going to run for po and hes done a reasonable job with florida so the next 4 years the left le,-1,unknown,6,10,35,236,en
stranded homeless aussies must be really happy what a shame,-1,unknown,0,2,3,7,en
fauci says severe winter storms delayed distribution of 6 million covid19 vaccine doses across the country,-1,United States,0,2,6,8,en
does anyone know if the blockage has hindered their access to medical supplies and the vaccine,-1,"Puerto Rico, USA",0,0,0,0,en
us too lets do our part get vaccinated and show us your vaccine card to get 10 off takeaway and deliv,-1,Maldives,3,1,13,14,en
as we learn more about vaccine apartheid in a place lauded for its high vax rate even snl covered it last nti hope more advocates consider the human rights of all people amp support professor  when he asks us to see each other as fully human amp deserving of equity,-1,Please call clinic w med Q’s,0,0,0,0,en
if you have had a cough for three weeks or more and it is not covid19 it could be a sign of cancerits probably nothin,-1,"Leeds, England",3,5,6,20,en
government cannot deliver vaccine supplies governments fault people dont want to take the vaccine  fault,-1,UK,0,0,0,0,en
