full_tweets,labels ,is_duplicate,location,quote_count,reply_count,retweet_count,favorite_count,language
ياكثرهم,-1,FALSE,★私の愛‏@HYUN3UK ‏@vampirelole★,0,0,0,0,ar
"اجمل سر بالحياة، تخلي حياتك سر",-1,FALSE,lebanon,0,0,0,0,ar
السعودية تكسر شوكة ماكرون في لبنان,-1,FALSE,unknown,3,25,163,332,ar
ياريسارجوكالطلابهتموت,-1,TRUE,unknown,0,0,0,0,ar
ضمن جولة وداعية سفير تركيا في لبنان يلتقي رئيس مجلس النوابالتفاصيل,-1,TRUE,unknown,0,0,0,0,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,-1,TRUE,unknown,0,0,8,10,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب ن,-1,TRUE,unknown,1,0,104,63,ar
جثث ؟ صناديق ؟ فعلاً اللي بغير عادته بتقل سعادته,-1,TRUE,unknown,0,0,0,0,ar
الشؤون الإسلامية إغلاق 17 مسجدا مؤقتا بـ 6 مناطق بعد ثبوت 17 حالة كورونا ليصل مجموع ما تم إغلاقه خلال 15 يوما 125 مسجدا تم ف,-1,TRUE,unknown,0,1,7,13,ar
نزول طلاب الجامعات هو كارثه وبائيه بكل المقاييس اذا لم يكن هناك امكانيه لإجراء الاختبارات اونلاين نطالب بضم الترمين,-1,TRUE,unknown,0,1,112,61,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,FALSE,unknown,1,3,134,96,ar
لنكن واقعيون و ننظر الى دول اخرى لن نستطيع فتح جميع القطاعات المتضررة و عدم تسكير بعض القطاعات الى أن يطعم ٧٠٪ من الشعب  التطعيمواجبوطني و ما زال العديدون بانتظار دورهم على الحكومة الاسراع في هذه العملية لانها الوسيلة الافضل لإقناع باقي المواطنين باخذ مطعوم كورونا الأردن,-1,FALSE,Singapore,0,0,0,0,ar
"للقرد، لا أسف على هيك بلد حاكمينه زعران",-1,FALSE,unknown,0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدولفمطالبنا نحن الطلاب 1,-1,FALSE,unknown,0,5,137,82,ar
لا يسعنا الا ان ننحني اجلالا لهذه المبادره الرمزيه من قبل السفيره والشعب الاميركي كله التي تنم عن روح الانسنه والدين والاخلاق بوركتم ويا ليت من هم استعبدونا وسلطوا علينا المقطعجيه في لبنان يتعظوا لعلهم يخلصوا من العقاب الاشد,-1,FALSE,unknown,0,0,0,0,ar
"عبر القائد محمد دحلان ، وصول 20 ألف جرعة من لقاح كورونا قادمة من الإمارات الى قطاع غزة",-1,FALSE,unknown,2,1,3,7,ar
نيكولاس انا عم احكي عن حالي معتر مش عم احكي عن حيتان المال يلي بطايفتنا يلي هني اغنى رجالات لبنان اللهم لا تجعلنا من الحاسدين بدنا وطن ما بدنا شي تاني,-1,FALSE,Italia,0,0,0,0,ar
الوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,-1,FALSE,unknown,3,2,182,127,ar
لو جالك كورونا بعد الشر هتنزل الامتحانات ولا لا ؟ياريسارجوكالطلابهتموت,-1,FALSE,"Alexandria, Egypt",0,0,0,0,ar
شيعة حسن ايضاً لو تقنعيه ان لبنان وطنكم وليس ايران  نصف الشعب خائن بطريقة ما ناس تعبد شخص وسخ وناس تعبد شخص ارهابي ودولة ايران المبنية على الارهاب,-1,FALSE,Germany,0,0,0,0,ar
انتم متخيلين انهم بيداومون وعندهم حالات اصابه طيب واذا فيه شخص عنده مشكله صحيه غصب تجيبون له الموت حتى كورونا لاحظت انه يكون,-1,FALSE,unknown,0,1,23,15,ar
يا وزيرنا ي جميل صدقني نزول الطلبة للامتحانات مش زي نزولنا في مجموعات صغيرة في مولات أو أفراح هنا اعداد بسيطة وكل واحد,-1,FALSE,Egypt | مصر,0,0,7,6,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,-1,FALSE,unknown,0,5,48,65,ar
بأكثر من 2 مليوني تغريدة هاشتاج ياريسأرجوكالطلابهتموت يتصدره موقع تويتر في مصر للمطالبة بإجراء الامتحانات عن بعد بسبب,-1,FALSE,unknown,4,3,56,70,ar
منظمة الصحة توضح الحالة التي يكون فيها لقاح كورونا عديم الفائدة,-1,FALSE,العالم,0,0,0,0,ar
كثرة التفكير أسوأ ما قد تواجه الإنسان في حياتهحاول ان تتخطي وتثق بنفسك وتشغل نفسكبالذكربالعبادةبالعلمبالتعلمبالر,-1,FALSE,مكة المكرمة,0,1,9,21,ar
كورونا بتزيد مع البرد والارصاد بتحذر من موجة باردة يعني واضح كل الظروف ضد اننا ننزل نمتحن  ياريسارجوكالطلابهتموت,-1,FALSE,unknown,1,0,137,79,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلا,-1,FALSE,Egypt | مصر,0,0,5,6,ar
"عبر القائد محمد دحلان ، وصول 20 ألف جرعة من لقاح كورونا قادمة من الإمارات الى قطاع غزة",1,TRUE,United Arab Emirates,2,1,5,8,ar
ياريسارجوكالطلابهتموتيا جدعان احنا مش بنتمرقع ولا بتوع الكلام ده احنا مستعدين لاي امتحان ومذاكرين كويس بس خايفين,-1,TRUE,"القاهرة, مصر",0,0,8,5,ar
شو قاسي يا جوزيف,-1,TRUE,West Asia,2,12,17,135,ar
مدير عام الشؤون الصحية بمنطقة عسير يتلقى الجرعة الأولى من لقاح فيروس كورونا  كوفيد  19,-1,FALSE,unknown,0,1,11,21,ar
تخايلوا السفير الايراني يوزع كمامات,-1,FALSE,unknown,0,0,0,0,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,-1,FALSE,"سوهاج, مصر",0,0,9,11,ar
"فی كبسولة بتنقعها بمي بتصير منشفة، هاي بتختصر جهد السفيرة الخيري",-1,FALSE,unknown,1,20,20,137,ar
تطعيم النواب يُثير ضجة والبنك الدولي يُهدّد بوقف اللقاحاتimlebanon كورونا,-1,FALSE,"İstanbul, Türkiye",0,0,2,2,ar
اخي عمره اكثر من ستين واخذ لقاح كورونا في تركيا منذ اسبوع والجرعة الثانية بعد شهر لان الأفضلية لكبار السن مقيم أو مواطن تركي بدون تميز واللقاح صيني اظن,2,FALSE,unknown,0,0,0,0,ar
صباح النور,-1,FALSE,unknown,0,0,0,0,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,-1,FALSE,unknown,0,5,49,65,ar
انتحار الطفل علي خالد الشمري 11 عام من فئة البدون  النائب السابق مبارك النجادة لو لم أكن شاهداً على تفاصيل مأساة حياته بن,-1,FALSE,unknown,0,0,1,2,ar
بمناسبة الأعياد الوطنيةجمعيات النفع العام تُحييّ شهداء المقاومة وأبطال الكوادر الطبية المقاومين لوباء كورونا نستذكر وقوف شعبنا الأبي في وجه الاحتلال صفاً متراصاً نساند الأبطال البواسل من الطواقم الطبية الذين يواجهون مرض كورونا ويفدوننا بأرواحهم,-1,FALSE,دولة الكويت,0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,FALSE,unknown,1,3,136,97,ar
وانتوا الي عاوزين تنزلوناايه جو سعيد الهوا دهياريسارجوكالطلابهتموت ياريسارجوكالطلابهتموت,-1,FALSE,El-Mahalla El-kubra,0,0,1,1,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,FALSE,"كفر الشيخ, مصر",1,3,137,97,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب ن,-1,FALSE,unknown,1,0,105,63,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,-1,TRUE,unknown,0,5,50,67,ar
تسرب نفطي قبالة السواحل الإسرائيلية يصل إلى شواطئ لبنانعينليبيا,-1,FALSE,Libya,0,0,0,0,ar
يازين الحياه قبل كورونا يوم تشوف مقاطع قديمه للناس بدون كمامات ومعقمات عايشين حياه طبيعيه والله نفتقدها جدا جدا,-1,FALSE,winterfell,0,0,0,0,ar
يقبرني لخلقك لا بشرق ولا بالغرب متلك بنلاقي متلك ربي ياخوذ من عمري ويعطيك يمرضني ويحميكالغالي ابن الغالي صقر لبنان,-1,FALSE,unknown,0,2,5,14,ar
شركة تركية تنتج كمامة إلكترونية للوقاية من فيروس كورونا تصل نسبة الحماية فيها إلى 9995 في الوقت الذي يصل مستوى الحماية في,-1,FALSE,unknown,0,6,18,60,ar
شو هالصور الحلوين من إقفال البلد ب فاريا مبارح شو هالمطاعم المفوّلة الملتزمة شو هالناس الشيك الكلّن فهم شو هالأذون,-1,FALSE,unknown,1,7,5,61,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,-1,FALSE,"الشرقية, مصر",0,0,10,12,ar
ماله دخل مدلع ولا شيء ياحبي هو كورونا والاوضاع جدًا مزريه وعشان الحالات ماتزيد عن كذا خلوها عن بعد,-1,FALSE,المملكة العربية السعودية,0,0,0,0,ar
لو جالك كورونا بعد الشر هتنزل الامتحانات ولا لا ؟ياريسارجوكالطلابهتموت,-1,FALSE,unknown,0,0,1,1,ar
لو جالك كورونا بعد الشر هتنزل الامتحانات ولا لا ؟ياريسارجوكالطلابهتموت,-1,FALSE,"الدقهلية, مصر",0,0,1,1,ar
لو جالك كورونا بعد الشر هتنزل الامتحانات ولا لا ؟ياريسارجوكالطلابهتموت,-1,FALSE,unknown,0,0,3,1,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,-1,FALSE,unknown,0,0,11,13,ar
مقابلة سماحة العلامة السيدعليالأمين مع  جريدة نداءالوطن اللبنانية على حزب الله الرجوع إلى لبنان وتسليم سلا,-1,FALSE,unknown,2,7,14,74,ar
"عام دراسي استثنائي، شكلاً ، ومضمونًا كانت مصلحة المواطن فوق كل اعتبار  التعليم قائم ، ومازلنا في تواصل مستمر عبر المنصات",-1,FALSE,"الاحساء, المملكة العربية السعودية",0,0,24,23,ar
شركةالتعقيمبالرياض نقدم لكم مواد تعقيم خام في القضاء علي مكافحة الفيروسات من بعد وقبل كورونا الرياض السعودية الرياض,-1,TRUE,unknown,0,0,11,1,ar
صور  تفعيل غرفة عمليات الطوارئ بـ الهلالالأحمرالقطري لمتابعة عمليات التلقيح ضد فيروس كورونا في مجتمعات اللاجئين والنازحين والمهاجرين حول العالم جريدةالراية اناملتزمبالكمامة قطر,-1,TRUE,Qatar - Doha,0,0,0,0,ar
يُتداول عن مصدر نيابي انو اليوم رح يتم تلقيح النواب اللبنانيين  يلي أعمارهم فوق ال ٧٥ سنة وحسب التغريدة أدناه رئيس,-1,TRUE,unknown,0,0,2,5,ar
ياريسأرجوكالطلابهتموتاحنا الشعب المصري لو حيتنا وحياة اهلنا مش مهمة عندكم فهم بالنسبه لنا اهم حاجه احنا بنتعلم علشان نفرحهم ننزل الامتحان يوم نرجع عندنا كورونا نكون احنا السبب في حزنهم وومكن نفقد نفسنا او نفقد حد منهم ياريسارجوكالطلابهتموت,-1,TRUE,unknown,0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,TRUE,unknown,1,3,138,100,ar
شبكةأجيال فلسطين كورونا   غزة وقفة رافضة لنظام السلة الغذائية الموحدة بالأونروا,-1,TRUE,Palestine,0,0,0,0,ar
يا وزيرنا ي جميل صدقني نزول الطلبة للامتحانات مش زي نزولنا في مجموعات صغيرة في مولات أو أفراح هنا اعداد بسيطة وكل واحد,-1,TRUE,unknown,0,0,8,5,ar
وفد من حزبالله و السرايا اللبنانية لمقاومة الإحتلال و الهيئةالصحيةالإسلامية يجول في قرى العرقوب  شبعا  كفرشوبا,-1,TRUE,Lebanon,3,3,38,359,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,TRUE,unknown,1,3,139,100,ar
"فكره احسن من الهشتاج بكتير، بص يا سيدي كل طالب منا هيمسك موبايله عادي ويتصل بوزارة الصحة يقولهم انه عنده كورونا هيسألو",-1,TRUE,unknown,0,2,118,88,ar
يا طاغية لم يشهد له لبنان مثيلا يا مجرما حرق بلاد الأرز باجرامه,-1,FALSE,unknown,0,0,0,0,ar
بالظبط و اول ناس لازم بنقطون للسجن الدكاترة اللي نفسك اللي مسترخصين ارواح الناس بتطعيم فايزر التجريبي الغير مرخص و لا,-1,FALSE,"Sharq, Kuwait 🇰🇼",0,0,8,9,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,FALSE,unknown,1,3,140,100,ar
لليوم الثاني على التوالي هاشتاج ياريسارجوكالطلابهتموت يواصل تصدره لمواقع التواصل في مصر بأكثر من 2 مليوني تغريدة,-1,FALSE,مصر,0,0,15,4,ar
نتانياهوتحدثت مساء أمس مع صديقي مدير عام شركة فايزر ألبرت بورلا واتفقنا على تزويد إسرائيل بلقاحات من صناعة فايزر بدون ا,-1,FALSE,Sweden,0,0,1,1,ar
كمية النيكوتين الموجودة في 2 سيجارة تكفي لقتل الإنسان covid19,-1,FALSE,"جدة, المملكة العربية السعودية",0,0,0,0,ar
"أولياء أمور يخلطون بين لقاحكورونا والمطاعيم الروتينيةد غازي شركس المطعوم الذي يعطى لطلاب المدارس ليس مطعوم كوروناهو مطعوم موثوق ومعتمد منذ سنوات ضمن البرنامج التطعيم الوطني لابناءنا الطلبة في الصف الاول الكزاز، الدفتيريا، شلل الاطفال وللصف العاشر مطعوم الكزار، الدفتيريا",-1,TRUE,unknown,0,0,0,0,ar
د عبدالكريم الكندريعلى لجان المجلس انجاز قوانين حل قضية البدون لرفع الظلم عن من باتوا يفضلون الموت على مشقة الحياة يكف,-1,TRUE,unknown,0,0,2,2,ar
النواب وموظفي البرلماناللبناني الذين تزيد أعمارهم عن 75 عاما سيتلقون اللقاح اليوم في المجلس من يراقب هذا العملية؟ عل,-1,TRUE,Beirut,1,2,9,17,ar
الوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,-1,TRUE,unknown,0,2,202,138,ar
انتحار الطفل علي خالد الشمري 11 عام من فئة البدون  النائب السابق مبارك النجادة لو لم أكن شاهداً على تفاصيل مأساة حياته بن,-1,TRUE,unknown,0,0,2,3,ar
سلاح الفكري,-1,TRUE,لبنان,0,0,0,0,ar
الرئيس الباكستاني يوجّه رسالة لفرنسا  الاستخفاف بالنبي محمد صلى الله عليه وسلم هو إهانة للمجتمع المسلم بأسرهفرنسا مقاطعه,-1,TRUE,unknown,0,0,2,3,ar
لو جالك كورونا بعد الشر هتنزل الامتحانات ولا لا ؟ياريسارجوكالطلابهتموت,-1,TRUE,unknown,0,0,4,2,ar
بايدن  سنقدم كل الدعم للأميركيين لمواجهة جائحة كورونا وأمر مفجع تخطي وفيات كورونا في أميركا نصف مليون,-1,TRUE,unknown,2,24,15,36,ar
ياريسارجوكالطلابهتموتاحنا هننزل في المواصلات العامة يا ريسالوزراء كانت اجتماعاتهم بالفيديو يا ريس واتصابواده غير ان,-1,TRUE,unknown,0,0,44,23,ar
لا يوجد سلاح منفلت في العراق و انما سلاح مدعوم من الدولة و يأخذ من ميزانية الدولة و تحت اشراف الدولة و بعلم الدولة,-1,TRUE,unknown,1,11,12,113,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,-1,TRUE,unknown,0,5,51,67,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلا,-1,TRUE,unknown,0,0,7,6,ar
وزير الصحة الإسرائيلي  أكثر من 70 من الإسرائيليين من أعمار 16 عاما وما فوق قد تم تطعيمهم ضد فيروس كورونا,-1,FALSE,Sweden,1,1,2,8,ar
"يا حضرة الشيخ أحمد قبلان، إذا كان المؤتمر الدولي الذي دعا إليه البطريرك الماروني من أجل لبنان هو إجهاز على الصيغة فهل",-1,FALSE,Norway-Oslo,0,5,14,108,ar
ياريسأرجوكالطلابهتموتاحنا الشعب المصري لو حيتنا وحياة اهلنا مش مهمة عندكم فهم بالنسبه لنا اهم حاجه احنا بنتعلم عل,-1,FALSE,unknown,0,0,1,0,ar
كافي ترامب اعتمده يقولون ليش الخوف من لقاح الكورونا وما خففوا من لقاح الجدري  والإنفلونزا وبقية ال,-1,FALSE,تحت-رحمة-الرحمن,0,0,1,0,ar
ياريسارجوكالطلابهتموت ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول,-1,TRUE,unknown,1,0,3,2,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,-1,TRUE,unknown,0,5,52,69,ar
حابب شي داعشي يفوت لعندك عالبيت او شي حرامي لشوف قلبك وين رح يصير,-1,TRUE,Lebanon,0,0,0,0,ar
يا وزيرنا ي جميل صدقني نزول الطلبة للامتحانات مش زي نزولنا في مجموعات صغيرة في مولات أو أفراح هنا اعداد بسيطة وكل واحد,-1,TRUE,unknown,0,0,9,6,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,TRUE,unknown,0,0,39,26,ar
"مدير مكتب التعليم بقلوة صدور القرار  السامي الكريم باستمرار التعليمعنبعد حتى نهاية العام الدراسي، يؤكد حرص القيادة الر",-1,TRUE,الشعراء,0,0,7,2,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,-1,TRUE,unknown,0,5,53,70,ar
كلنا نعرف هذه الحقيقة لكن لا احد يتجرأ على البوح بها اصبحنا نظهر التخلف والجهل ونخفي الحقيقة ونختبىء منها حتى لا نواجهها الفرق بيننا وبينكم امتار جغرافيا لكن فكريا نحن لازلنا قبل 1400 سنة منذ ان اصبح الحكم في يدنا اصبح لبنان التاريخ والحضارة مزبلة تحية لكم من القلب يا ملح الارض,-1,TRUE,unknown,0,0,0,0,ar
الأرهاب في العراق الارهاب يحددهُ المذهب اذا كان حامل السلاح سني فهو ارهابي و اذا كان شيعي فهو حامي العرض و مقدس و,-1,TRUE,المملكة العربية السعودية,1,14,46,195,ar
"حركة حماس طبعت صور المقبور سليماني على حسابها ،، وتصمت عن ذكر فضل الامارات عليها التي ارسلت لها كمية لقاح تكفي لشعب غزه الت",-1,FALSE,unknown,0,1,5,6,ar
قالوا في الأخبار أن هذه الفيروسات ستقتلنا2001جمرة خبيثة2002فيروس غرب النيل2003سارس2005أنفلونزا طيور2006إيكولا2009إ,-1,FALSE,unknown,0,3,34,73,ar
ليش الجيش صاير كثير يعطي عفرقة كشاف شلحوهم البدلة واعطوها لبراعم كشافة المهدي اشرف,-1,FALSE,.,0,2,3,20,ar
دراسة ربع المتعافين من كورونا يعانون من تساقط الشعر,-1,FALSE,United Arab Emirates,0,0,0,0,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",-1,TRUE,unknown,0,0,33,25,ar
وانتوا الي عاوزين تنزلوناايه جو سعيد الهوا دهياريسارجوكالطلابهتموت ياريسارجوكالطلابهتموت,-1,TRUE,unknown,0,0,2,1,ar
الصديق الرائع,-1,TRUE,Beirut,0,0,0,0,ar
كورونا متجر x best للتطبيقات المعدلهيوجد لدنيا اكثر من ١٠٠ تطبيق معدل ولدينا هاك ببجي الشيتو وايضا هاك كونكر وايضا هاك التشيكي اشتراك المتجر سنه يتم تعويضك في حال اغلاق الشهاده اول شهرينيوجد ايضا هوست حمايه من الباند بنسبة ٧٠٪ بسرع رمزيللتفاصيل تواصل خاص,-1,TRUE,"المدينة المنورة, المملكة العربية السعودية",0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,TRUE,unknown,1,3,141,100,ar
اليوم الثلاثاء وزارة الصحة تستعرض عبر مؤتمر صحفي مستجدات فيروس كورونا عند الساعة 335 عصراًالسعودية,-1,TRUE,unknown,0,5,1,6,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,TRUE,unknown,1,3,142,100,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدولفمطالبنا نحن الطلاب 1,-1,TRUE,unknown,0,5,138,82,ar
الله يجزاك الجنة ووالديك يارب العالمين فاتورة الكهرباء تراكمت علينا بسبب الأزمة حق كورونا الله يجزاك خير ويكتب أجرك يا,-1,TRUE,unknown,0,0,3,0,ar
عاجل بيان هام من الحكومة بسبب كورونا,-1,FALSE,unknown,0,3,1,6,ar
ياريسارجوكالطلابهتموتالوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,-1,FALSE,unknown,0,0,3,2,ar
لليوم الثاني على التوالي هاشتاج ياريسارجوكالطلابهتموت يواصل تصدره لمواقع التواصل في مصر بأكثر من 2 مليوني تغريدة,-1,FALSE,unknown,0,0,16,5,ar
الناس بتتنازل عن مبادئها فالشهر العقارى,-1,FALSE,"Domiat, Egypt",0,0,0,0,ar
جولات ميدانية لشرطة حائل لمنع انتشار كوروناالجزيرة سلطانالشبرمي,-1,FALSE,اذكروني بدعوه,1,9,40,10,ar
الوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,-1,FALSE,unknown,0,2,203,138,ar
إخبار ضد وزيرالإقتصاد وشركة تجارية بجرم إحتكار اللحومlbcinews,-1,FALSE,Adma-Lebanon,0,0,0,0,ar
مركز لقاحات كورونا بحائل يواصل استقبال المواطنين والمقيمين المسجلين عبر تطبيق صحتيالسعودية,2,FALSE,unknown,0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,FALSE,unknown,0,0,40,27,ar
ياريت يا ريس لو سمحت تشوف كام حد كاتب ان عندوا كورونا و هينزل امتحانات عشان تعرف احنا داخلين علي ايهياريسارجوكالطلابهتموت,-1,FALSE,unknown,0,0,0,0,ar
لا وهي خايفه عليه من كورونا مش الشيشه,-1,FALSE,"tanta, قلبي في التتش زي سوفا💘",0,0,0,0,ar
غراب البين,-1,FALSE,Lebanon,0,0,0,0,ar
الوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,-1,FALSE,unknown,3,2,183,127,ar
بأكثر من 2 مليوني تغريدة هاشتاج ياريسأرجوكالطلابهتموت يتصدره موقع تويتر في مصر للمطالبة بإجراء الامتحانات عن بعد بسبب,-1,FALSE,unknown,4,3,57,70,ar
الترند الاول في مصر تحت هاشتاك طلابيياريسارجوكالطلابهتموتوسجل مليون و380 الف تغريدة وجاءت تلك المناشدة بتأجيل ا,-1,FALSE,unknown,1,0,142,77,ar
ياريسأرجوكالطلابهتموتاحنا الشعب المصري لو حيتنا وحياة اهلنا مش مهمة عندكم فهم بالنسبه لنا اهم حاجه احنا بنتعلم عل,-1,FALSE,unknown,0,0,2,0,ar
ع القليلةنحنا منقاوم بكلمة طالعة من القلبومش بصواريخ فايتة من ايران,-1,FALSE,unknown,0,0,3,28,ar
الكشف عن  القائمةالخضراء  المحدثة للمسافرين القادمين إلى أبوظبيرؤيةالإمارات عينفيكلمكان كورونا دبي الإمارات أبوظبي مطارأبوظبي يداًبيدنتعافى,-1,FALSE,"عجمان، الإمارات",0,0,0,0,ar
كورونا صباحالخيرأفضل رجيم لخسارة الوزن,-1,FALSE,المملكة الأردنية الهاشمية,0,0,0,0,ar
القائد الذي يخسر قوتة المستقبليةاذا كنت قائد جديد لاتكتفي بالمهارات الفنية فقط فلابد من المهارات الإدارية القيادية ا,-1,TRUE,مكة المكرمة,0,5,14,41,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,-1,TRUE,Egypt,0,0,12,16,ar
الارهاب تهمة جاهزة للثوار  أما كاتم الصوت ففعل مقاومة ان تكون لبنانياً وحسب فأنت عميل  أما ان تهتف لكل البل,-1,FALSE,unknown,0,2,4,27,ar
"زرت اليومعمتيفالمستشفىقسم العناية المركزة، وكانت غرفةبجانب غرفتها عائلة تبكي بكل حُرقةانتقل والدهم الى رحمة الله بعدمعاناة مع المرض والسبب فيدخوله المستشفىكورونالا تستهينوا بالفايروس كبار السن هماحرص منا والأغلب في منازلهمفلا تجلبوا لهم الكارثةحفظ الله الجميع",-1,TRUE,ابوظبي(جنة الأمن والأمان)❤️,0,0,0,0,ar
الله لا يبشركم بالخير,-1,FALSE,unknown,0,0,0,0,ar
اتوقع الملل منتشر بالكرة الارضية اكثر من كورونا نفسه,-1,TRUE,فيلچا ياحبيبي فيلچااا 🤪😂,0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,-1,TRUE,unknown,1,3,143,101,ar
ياريسارجوكالطلابهتموتالوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,-1,TRUE,unknown,0,0,4,2,ar
طب كيف بطلع كلمة من قلبي قلّك ياها,-1,FALSE,Lebanon,0,0,0,0,ar
"حركة حماس طبعت صور المقبور سليماني على حسابها ،، وتصمت عن ذكر فضل الامارات عليها التي ارسلت لها كمية لقاح تكفي لشعب غزه الت",-1,FALSE,"الرياض, المملكة العربية السعود",0,1,6,7,ar
